6.58974,6.58974,6.69003,6.72366,6.75739,6.78444,6.81834,6.85915,6.89327,6.92063,6.95492,6.98931,7.0238,7.04454,7.07919,7.10698,7.1418,7.17672,7.20473
6.3087,6.3087,6.44052,6.4804,6.52711,6.56732,6.61443,6.65497,6.69567,6.73651,6.77752,6.81867,6.85998,6.90144,6.94305,6.97785,7.01974,7.06179,7.10399
7.19264,7.18676,7.26351,7.28725,7.31105,7.3349,7.35282,7.37677,7.40078,7.42484,7.44896,7.46709,7.49131,7.50951,7.53383,7.55211,7.57653,7.601,7.61939
6.82574,6.83198,7.23789,7.36087,7.49154,7.62347,7.74328,7.87759,7.99275,8.12252,8.25343,8.37849,8.50457,8.63167,8.76692,8.88891,9.01179,9.1429,9.27502
8.66637,8.66637,8.91422,8.98801,9.06284,9.14888,9.22073,9.30394,9.37771,9.45774,9.53881,9.61539,9.69845,9.78253,9.86193,9.94223,10.0176,10.1055,10.1826
6.06365,6.05621,6.19089,6.23609,6.27388,6.31936,6.365,6.40315,6.44141,6.48746,6.53366,6.56455,6.61101,6.64985,6.68879,6.73566,6.767,6.81413,6.85352
6.40997,6.40997,6.8872,7.03964,7.1714,7.33379,7.47525,7.63291,7.77672,7.92932,8.06771,8.21488,8.37101,8.50469,8.65517,8.80676,8.94334,9.10517,9.23553
6.66169,6.65494,7.06653,7.19966,7.32704,7.44844,7.57817,7.7091,7.83388,7.95973,8.08666,8.22223,8.33613,8.46623,8.58967,8.71406,8.84727,8.97364,9.10895
6.58837,6.58837,6.70948,6.75015,6.78414,6.82508,6.8593,6.9005,6.93495,6.97642,7.01108,7.04586,7.08772,7.12271,7.15781,7.19301,7.22831,7.26371,7.29921
6.58974,6.58974,6.68332,6.76414,6.82513,6.87961,6.94806,6.9962,7.05839,7.10698,7.17672,7.22577,7.28912,7.35279,7.38119,7.45961,7.52412,7.58173,7.63235
6.31525,6.3087,6.45379,6.5405,6.62118,6.70246,6.77067,6.84619,6.92222,6.99877,7.07584,7.14634,7.22439,7.29578,7.3676,7.45435,7.51982,7.60029,7.66652
7.18676,7.19264,7.32893,7.39477,7.46105,7.52775,7.59488,7.66243,7.72422,7.78637,7.84886,7.92433,7.9876,8.05123,8.11521,8.18601,8.24424,8.31581,8.37469
6.82574,6.82574,7.30895,7.51783,7.74997,7.96557,8.19128,8.4274,8.64585,8.86731,9.11368,9.33407,9.56477,9.7909,10.0275,10.3061,10.5099,10.7635,10.9962
8.66637,8.66637,9.08296,9.28825,9.49005,9.68731,9.90197,10.1114,10.3389,10.5606,10.8073,11.0282,11.2408,11.4926,11.7294,11.9787,12.2263,12.5017,12.7296
6.05621,6.06365,6.60326,6.86141,7.1162,7.36721,7.63064,7.89002,8.15351,8.42983,8.69286,8.95079,9.2305,9.48667,9.76487,10.0375,10.3328,10.5838,10.867
6.40997,6.40997,6.98867,7.25979,7.50518,7.78432,8.03687,8.33186,8.60753,8.85486,9.15396,9.41607,9.69803,9.96669,10.2471,10.5395,10.8179,11.0996,11.3755
6.65494,6.65494,7.34838,7.6799,8.0044,8.32851,8.6673,9.01332,9.35846,9.70224,10.0948,10.3924,10.7731,11.0988,11.4747,11.8573,12.237,12.6041,12.9672
6.58837,6.58837,7.23538,7.54334,7.82175,8.14387,8.44254,8.7632,9.07456,9.38389,9.74941,10.0458,10.3645,10.7242,11.0457,11.3907,11.7696,12.089,12.4419
6.58974,6.58974,6.6632,6.69003,6.7102,6.7304,6.75063,6.7709,6.79121,6.81155,6.83193,6.85234,6.87278,6.9001,6.91378,6.94119,6.96179,6.98243,6.98931
6.3087,6.3087,6.41402,6.45379,6.47374,6.50707,6.5405,6.57404,6.59422,6.62793,6.65497,6.68887,6.71607,6.74334,6.77067,6.80493,6.83242,6.85998,6.8876
7.19264,7.18676,7.30509,7.34087,7.37078,7.40078,7.4369,7.46709,7.49738,7.52775,7.55821,7.58876,7.61939,7.64397,7.67476,7.70565,7.73662,7.76769,7.7926
6.82574,6.82574,6.96375,7.00165,7.03967,7.0778,7.11604,7.148,7.19287,7.22501,7.25723,7.296,7.33488,7.36737,7.39994,7.43912,7.47186,7.51125,7.54416
8.66637,8.66637,8.89959,8.9633,9.03278,9.09305,9.15909,9.22589,9.28825,9.35654,9.41493,9.49005,9.54969,9.61539,9.6762,9.74316,9.81078,9.87335,9.94223
6.05621,6.06365,6.48746,6.60326,6.72002,6.83775,6.9485,7.06809,7.18058,7.28579,7.3999,7.53134,7.63894,7.75563,7.86474,7.97457,8.09366,8.20499,8.31705
6.40997,6.50148,6.53681,6.57932,6.61482,6.6504,6.69321,6.72896,6.76479,6.79351,6.82948,6.86553,6.90166,6.93061,6.97414,7.00322,7.03235,7.07614,7.10539
6.65494,6.92784,7.02476,7.12942,7.22786,7.32704,7.41978,7.52036,7.62168,7.71641,7.81178,7.90777,8.01186,8.10917,8.2071,8.29807,8.39722,8.497,8.58967
6.58837,6.94185,7.06677,7.21417,7.34195,7.47105,7.60146,7.73319,7.86624,8.00061,8.1363,8.26565,8.4039,8.5279,8.66079,8.79485,8.93009,9.05844,9.18784
6.5964,6.58974,6.58974,6.83193,6.9001,6.95492,7.01,7.05839,7.12089,7.16973,7.22577,7.28207,7.33861,7.39541,7.44531,7.49541,7.5457,7.6034,7.64685
6.3087,6.3087,6.88069,7.06179,7.23863,7.4109,7.58562,7.76279,7.91983,8.08635,8.26264,8.43337,8.61406,8.79701,8.96601,9.14507,9.3179,9.49262,9.67767
7.19264,7.19264,7.9876,8.19892,8.45364,8.70027,8.92433,9.16618,9.3911,9.64126,9.87377,10.1248,10.3875,10.6314,10.8634,11.1381,11.3851,11.611,11.8891
6.82574,6.82574,7.0778,7.1416,7.22501,7.28953,7.36087,7.43258,7.49811,7.57055,7.64337,7.70323,7.77674,7.8439,7.91137,7.97915,8.05408,8.11566,8.19128
8.66637,8.66637,9.22589,9.38832,9.56606,9.74877,9.9192,10.0996,10.2724,10.4429,10.6358,10.8202,11.015,11.2006,11.3966,11.5755,11.7859,11.9715,12.1749
6.06365,6.05621,7.0441,7.33459,7.63894,7.92379,8.21358,8.50834,8.81693,9.09464,9.39479,9.71824,10.0185,10.3041,10.6129,10.9557,11.2337,11.5353,11.8715
6.40997,6.40997,6.61482,6.67893,6.74328,6.8007,6.85832,6.91613,6.98141,7.03964,7.09808,7.14937,7.20817,7.26718,7.31897,7.37834,7.43046,7.49769,7.54265
6.65494,6.65494,7.24199,7.41262,7.59991,7.77502,7.94486,8.10166,8.27528,8.45087,8.62068,8.80013,8.96571,9.14094,9.31798,9.48865,9.66922,9.83494,10.0022
6.58168,6.58837,7.31344,7.50714,7.71849,7.9482,8.17422,8.38848,8.58248,8.8107,9.02626,9.24478,9.45802,9.69073,9.90121,10.1314,10.3645,10.5654,10.8041
6.58974,6.58974,6.64981,6.68332,6.69675,6.71693,6.74388,6.75739,6.77767,6.79799,6.81834,6.83873,6.85915,6.87278,6.88643,6.91378,6.93434,6.95492,6.96867
6.3087,6.3087,6.51375,6.57404,6.64144,6.70246,6.76383,6.82554,6.88069,6.94305,7.00576,7.06179,7.12514,7.18175,7.24576,7.30295,7.3604,7.42537,7.49068
7.18676,7.19264,7.47314,7.54601,7.63782,7.71803,7.79884,7.88653,7.95592,8.04485,8.12805,8.20539,8.28323,8.36813,8.44704,8.52646,8.60638,8.68682,8.77453
6.82574,6.82574,6.91339,6.93854,6.96375,6.98901,7.01431,7.03967,7.06508,7.09053,7.11604,7.1416,7.16721,7.18645,7.21214,7.23789,7.25723,7.28306,7.30895
8.66637,8.66637,8.81743,8.86076,8.90446,8.94853,8.98801,9.03278,9.08296,9.12343,9.1642,9.21041,9.25699,9.2987,9.34598,9.38832,9.43095,9.47387,9.52251
6.05621,6.06365,6.31936,6.39551,6.47209,6.5491,6.62653,6.71221,6.78269,6.86141,6.94056,7.01216,7.09213,7.16446,7.23714,7.31017,7.38355,7.46548,7.53959
6.40997,6.40997,6.47326,6.49442,6.50854,6.52974,6.55097,6.56513,6.58641,6.60771,6.62193,6.64328,6.66466,6.67893,6.70035,6.71465,6.73612,6.75045,6.76479
6.66169,6.65494,6.74978,6.77019,6.79747,6.8248,6.8522,6.87965,6.90716,6.92784,6.95546,6.98313,7.01087,7.03171,7.05956,7.08746,7.10842,7.12942,7.15747
